10-digit PSGC,Name,Geographic Level
1004309000,Gitagum,MUNICIPALITY
1004310000,Initao,MUNICIPALITY
1004311000,Jasaan,MUNICIPALITY
1004312000,Kinoguitan,MUNICIPALITY
1004313000,Lagonglong,MUNICIPALITY
1004314000,Laguindingan,MUNICIPALITY
1004315000,Libertad,MUNICIPALITY
1004316000,Lugait,MUNICIPALITY
1004317000,Magsaysay,MUNICIPALITY
1004318000,Manticao,MUNICIPALITY
1004319000,Medina,MUNICIPALITY
1004320000,Naawan,MUNICIPALITY
1004321000,Opol,MUNICIPALITY
1004322000,Salay,MUNICIPALITY
1004323000,Sugbongcogon,MUNICIPALITY
1004324000,Tagoloan,MUNICIPALITY
1004325000,Talisayan,MUNICIPALITY
1004326000,Villanueva,MUNICIPALITY
1030500000,City of Cagayan De Oro ,HUC
1030900000,City of Iligan,HUC
1100000000,Region XI (Davao Region),REGION
1102300000,Davao del Norte,PROVINCE
1102301000,Asuncion,MUNICIPALITY
1102303000,Carmen,MUNICIPALITY
1102305000,Kapalong,MUNICIPALITY
1102314000,New Corella,MUNICIPALITY
1102315000,City of Panabo,CITY
1102317000,Island Garden City of Samal,CITY
1102318000,Santo Tomas,MUNICIPALITY
1102319000,City of Tagum ,CITY
1102322000,Talaingod,MUNICIPALITY
1102323000,Braulio E. Dujali,MUNICIPALITY
1102324000,San Isidro,MUNICIPALITY
1102400000,Davao del Sur,PROVINCE
1102401000,Bansalan,MUNICIPALITY
1102403000,City of Digos ,CITY
1102404000,Hagonoy,MUNICIPALITY
1102406000,Kiblawan,MUNICIPALITY
1102407000,Magsaysay,MUNICIPALITY
1102408000,Malalag,MUNICIPALITY
1102410000,Matanao,MUNICIPALITY
1102411000,Padada,MUNICIPALITY
1102412000,Santa Cruz,MUNICIPALITY
1102414000,Sulop,MUNICIPALITY
1102500000,Davao Oriental,PROVINCE
1102501000,Baganga,MUNICIPALITY
1102502000,Banaybanay,MUNICIPALITY
1102503000,Boston,MUNICIPALITY
1102504000,Caraga,MUNICIPALITY
1102505000,Cateel,MUNICIPALITY
1102506000,Governor Generoso,MUNICIPALITY
1102507000,Lupon,MUNICIPALITY
1102508000,Manay,MUNICIPALITY
1102509000,City of Mati ,CITY
1102510000,San Isidro,MUNICIPALITY
1102511000,Tarragona,MUNICIPALITY
1108200000,Davao de Oro,PROVINCE
1108201000,Compostela,MUNICIPALITY
1108202000,Laak,MUNICIPALITY
1108203000,Mabini,MUNICIPALITY
1108204000,Maco,MUNICIPALITY
1108205000,Maragusan,MUNICIPALITY
1108206000,Mawab,MUNICIPALITY
1108207000,Monkayo,MUNICIPALITY
1108208000,Montevista,MUNICIPALITY
1108209000,Nabunturan ,MUNICIPALITY
1108210000,New Bataan,MUNICIPALITY
1108211000,Pantukan,MUNICIPALITY
1108600000,Davao Occidental,PROVINCE
1108601000,Don Marcelino,MUNICIPALITY
1108602000,Jose Abad Santos,MUNICIPALITY
1108603000,Malita ,MUNICIPALITY
1108604000,Santa Maria,MUNICIPALITY
1108605000,Sarangani,MUNICIPALITY
1130700000,City of Davao,HUC
1200000000,Region XII (SOCCSKSARGEN),REGION
1204700000,Cotabato,PROVINCE
1204701000,Alamada,MUNICIPALITY
1204702000,Carmen,MUNICIPALITY
1204703000,Kabacan,MUNICIPALITY
1204704000,City of Kidapawan ,CITY
1204705000,Libungan,MUNICIPALITY
1204706000,Magpet,MUNICIPALITY
1204707000,Makilala,MUNICIPALITY
1204708000,Matalam,MUNICIPALITY
1204709000,Midsayap,MUNICIPALITY
1204710000,M'Lang,MUNICIPALITY
1204711000,Pigkawayan,MUNICIPALITY
1204712000,Pikit,MUNICIPALITY
1204713000,President Roxas,MUNICIPALITY
1204714000,Tulunan,MUNICIPALITY
1204715000,Antipas,MUNICIPALITY
1204716000,Banisilan,MUNICIPALITY
1204717000,Aleosan,MUNICIPALITY
1204718000,Arakan,MUNICIPALITY
1206300000,South Cotabato,PROVINCE
1206302000,Banga,MUNICIPALITY
1206306000,City of Koronadal ,CITY
1206311000,Norala,MUNICIPALITY
1206312000,Polomolok,MUNICIPALITY
1206313000,Surallah,MUNICIPALITY
1206314000,Tampakan,MUNICIPALITY
1206315000,Tantangan,MUNICIPALITY
1206316000,T'Boli,MUNICIPALITY
1206317000,Tupi,MUNICIPALITY
1206318000,Santo Niño,MUNICIPALITY
1206319000,Lake Sebu,MUNICIPALITY
1206500000,Sultan Kudarat,PROVINCE
1206501000,Bagumbayan,MUNICIPALITY
1206502000,Columbio,MUNICIPALITY
1206503000,Esperanza,MUNICIPALITY
1206504000,Isulan ,MUNICIPALITY
1206505000,Kalamansig,MUNICIPALITY
1206506000,Lebak,MUNICIPALITY
1206507000,Lutayan,MUNICIPALITY
1206508000,Lambayong,MUNICIPALITY
1206509000,Palimbang,MUNICIPALITY
1206510000,President Quirino,MUNICIPALITY
1206511000,City of Tacurong,CITY
1206512000,Sen. Ninoy Aquino,MUNICIPALITY
1208000000,Sarangani,PROVINCE
1208001000,Alabel ,MUNICIPALITY
1208002000,Glan,MUNICIPALITY
1208003000,Kiamba,MUNICIPALITY
1208004000,Maasim,MUNICIPALITY
1208005000,Maitum,MUNICIPALITY
1208006000,Malapatan,MUNICIPALITY
1208007000,Malungon,MUNICIPALITY
1230800000,City of General Santos,HUC
1600000000,Region XIII (Caraga),REGION
1600200000,Agusan del Norte,PROVINCE
1600201000,Buenavista,MUNICIPALITY
1600203000,City of Cabadbaran,CITY
1600204000,Carmen,MUNICIPALITY
1600205000,Jabonga,MUNICIPALITY
1600206000,Kitcharao,MUNICIPALITY
1600207000,Las Nieves,MUNICIPALITY
1600208000,Magallanes,MUNICIPALITY
1600209000,Nasipit,MUNICIPALITY
1600210000,Santiago,MUNICIPALITY
1600211000,Tubay,MUNICIPALITY
1600212000,Remedios T. Romualdez,MUNICIPALITY
1600300000,Agusan del Sur,PROVINCE
1600301000,City of Bayugan,CITY
1600302000,Bunawan,MUNICIPALITY
1600303000,Esperanza,MUNICIPALITY
1600304000,La Paz,MUNICIPALITY
1600305000,Loreto,MUNICIPALITY
1600306000,Prosperidad ,MUNICIPALITY
1600307000,Rosario,MUNICIPALITY
1600308000,San Francisco,MUNICIPALITY
1600309000,San Luis,MUNICIPALITY
1600310000,Santa Josefa,MUNICIPALITY
1600311000,Talacogon,MUNICIPALITY
1600312000,Trento,MUNICIPALITY
1600313000,Veruela,MUNICIPALITY
1600314000,Sibagat,MUNICIPALITY
1606700000,Surigao del Norte,PROVINCE
1606701000,Alegria,MUNICIPALITY
1606702000,Bacuag,MUNICIPALITY
1606704000,Burgos,MUNICIPALITY
1606706000,Claver,MUNICIPALITY
1606707000,Dapa,MUNICIPALITY
1606708000,Del Carmen,MUNICIPALITY
1606710000,General Luna,MUNICIPALITY
1606711000,Gigaquit,MUNICIPALITY
1606714000,Mainit,MUNICIPALITY
1606715000,Malimono,MUNICIPALITY
1606716000,Pilar,MUNICIPALITY
1606717000,Placer,MUNICIPALITY
1606718000,San Benito,MUNICIPALITY
1606719000,San Francisco,MUNICIPALITY
1606720000,San Isidro,MUNICIPALITY
1606721000,Santa Monica,MUNICIPALITY
1606722000,Sison,MUNICIPALITY
1606723000,Socorro,MUNICIPALITY
1606724000,City of Surigao ,CITY
1606725000,Tagana-An,MUNICIPALITY
1606727000,Tubod,MUNICIPALITY
1606800000,Surigao del Sur,PROVINCE
1606801000,Barobo,MUNICIPALITY
1606802000,Bayabas,MUNICIPALITY
1606803000,City of Bislig,CITY
1606804000,Cagwait,MUNICIPALITY
1606805000,Cantilan,MUNICIPALITY
1606806000,Carmen,MUNICIPALITY
1606807000,Carrascal,MUNICIPALITY
1606808000,Cortes,MUNICIPALITY
1606809000,Hinatuan,MUNICIPALITY
1606810000,Lanuza,MUNICIPALITY
1606811000,Lianga,MUNICIPALITY
1606812000,Lingig,MUNICIPALITY
1606813000,Madrid,MUNICIPALITY
1606814000,Marihatag,MUNICIPALITY
1606815000,San Agustin,MUNICIPALITY
1606816000,San Miguel,MUNICIPALITY
1606817000,Tagbina,MUNICIPALITY
1606818000,Tago,MUNICIPALITY
1606819000,City of Tandag ,CITY
1608500000,Dinagat Islands,PROVINCE
1608501000,Basilisa,MUNICIPALITY
1608502000,Cagdianao,MUNICIPALITY
1608503000,Dinagat,MUNICIPALITY
1608504000,Libjo,MUNICIPALITY
1608505000,Loreto,MUNICIPALITY
1608506000,San Jose ,MUNICIPALITY
1608507000,Tubajon,MUNICIPALITY
1630400000,City of Butuan ,HUC
1900000000,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),REGION
1900700000,Basilan,PROVINCE
1900702000,City of Lamitan ,CITY
1900703000,Lantawan,MUNICIPALITY
1900704000,Maluso,MUNICIPALITY
1900705000,Sumisip,MUNICIPALITY
1900706000,Tipo-Tipo,MUNICIPALITY
1900707000,Tuburan,MUNICIPALITY
1900708000,Akbar,MUNICIPALITY
1900709000,Al-Barka,MUNICIPALITY
1900710000,Hadji Mohammad Ajul,MUNICIPALITY
1900711000,Ungkaya Pukan,MUNICIPALITY
1900712000,Hadji Muhtamad,MUNICIPALITY
1900713000,Tabuan-Lasa,MUNICIPALITY
1903600000,Lanao del Sur,PROVINCE
1903601000,Bacolod-Kalawi,MUNICIPALITY
1903602000,Balabagan,MUNICIPALITY
1903603000,Balindong,MUNICIPALITY
1903604000,Bayang,MUNICIPALITY
1903605000,Binidayan,MUNICIPALITY
1903606000,Bubong,MUNICIPALITY
1903607000,Butig,MUNICIPALITY
1903609000,Ganassi,MUNICIPALITY
1903610000,Kapai,MUNICIPALITY
1903611000,Lumba-Bayabao,MUNICIPALITY
1903612000,Lumbatan,MUNICIPALITY
1903613000,Madalum,MUNICIPALITY
1903614000,Madamba,MUNICIPALITY
1903615000,Malabang,MUNICIPALITY
1903616000,Marantao,MUNICIPALITY
1903617000,City of Marawi ,CITY
1903618000,Masiu,MUNICIPALITY
1903619000,Mulondo,MUNICIPALITY
1903620000,Pagayawan,MUNICIPALITY
1903621000,Piagapo,MUNICIPALITY
1903622000,Poona Bayabao,MUNICIPALITY
1903623000,Pualas,MUNICIPALITY
1903624000,Ditsaan-Ramain,MUNICIPALITY
1903625000,Saguiaran,MUNICIPALITY
1903626000,Tamparan,MUNICIPALITY
1903627000,Taraka,MUNICIPALITY
1903628000,Tubaran,MUNICIPALITY
1903629000,Tugaya,MUNICIPALITY
1903630000,Wao,MUNICIPALITY
1903631000,Marogong,MUNICIPALITY
1903632000,Calanogas,MUNICIPALITY
1903633000,Buadiposo-Buntong,MUNICIPALITY
1903634000,Maguing,MUNICIPALITY
1903635000,Picong,MUNICIPALITY
1903636000,Lumbayanague,MUNICIPALITY
1903637000,Amai Manabilang,MUNICIPALITY
1903638000,Tagoloan II,MUNICIPALITY
1903639000,Kapatagan,MUNICIPALITY
1903640000,Sultan Dumalondong,MUNICIPALITY
1903641000,Lumbaca-Unayan,MUNICIPALITY
1907000000,Tawi-Tawi,PROVINCE
1907001000,Panglima Sugala,MUNICIPALITY
1907002000,Bongao ,MUNICIPALITY
1907003000,Mapun,MUNICIPALITY
1907004000,Simunul,MUNICIPALITY
1907005000,Sitangkai,MUNICIPALITY
1907006000,South Ubian,MUNICIPALITY
1907007000,Tandubas,MUNICIPALITY
1907008000,Turtle Islands,MUNICIPALITY
1907009000,Languyan,MUNICIPALITY
1907010000,Sapa-Sapa,MUNICIPALITY
1907011000,Sibutu,MUNICIPALITY
1908700000,Maguindanao del Norte,PROVINCE
1908701000,Barira,MUNICIPALITY
1908702000,Buldon,MUNICIPALITY
1908703000,City of Cotabato,CITY
1908704000,Datu Blah T. Sinsuat,MUNICIPALITY
1908705000,Datu Odin Sinsuat,MUNICIPALITY
1908706000,Kabuntalan,MUNICIPALITY
1908707000,Matanog,MUNICIPALITY
1908708000,Northern Kabuntalan,MUNICIPALITY
1908709000,Parang,MUNICIPALITY
1908710000,Sultan Kudarat,MUNICIPALITY
1908711000,Sultan Mastura,MUNICIPALITY
1908712000,Talitay,MUNICIPALITY
1908713000,Upi,MUNICIPALITY
1908800000,Maguindanao del Sur,PROVINCE
1908801000,Ampatuan,MUNICIPALITY
1908802000,Buluan,MUNICIPALITY
1908803000,Datu Abdullah Sangki,MUNICIPALITY
1908804000,Datu Anggal Midtimbang,MUNICIPALITY
1908805000,Datu Hoffer Ampatuan,MUNICIPALITY
1908806000,Datu Paglas,MUNICIPALITY
1908807000,Datu Piang,MUNICIPALITY
1908808000,Datu Salibo,MUNICIPALITY
1908809000,Datu Saudi Ampatuan,MUNICIPALITY
1908810000,Datu Unsay,MUNICIPALITY
1908811000,Gen. S.K. Pendatun,MUNICIPALITY
1908812000,Guindulungan,MUNICIPALITY
1908813000,Mamasapano,MUNICIPALITY
1908814000,Mangudadatu,MUNICIPALITY
1908815000,Pagagawan,MUNICIPALITY
1908816000,Pagalungan,MUNICIPALITY
1908817000,Paglat,MUNICIPALITY
1908818000,Pandag,MUNICIPALITY
1908819000,Rajah Buayan,MUNICIPALITY
1908820000,Shariff Aguak,MUNICIPALITY
1908821000,Shariff Saydona Mustapha,MUNICIPALITY
1908822000,South Upi,MUNICIPALITY
1908823000,Sultan Sa Barongis,MUNICIPALITY
1908824000,Talayan,MUNICIPALITY
1999901000,Kapalawan,MUNICIPALITY
1999902000,Old Kaabakan,MUNICIPALITY
1999903000,Kadayangan,MUNICIPALITY
1999904000,Nabalawag,MUNICIPALITY
1999905000,Pahamuddin,MUNICIPALITY
1999906000,Malidegao,MUNICIPALITY
1999907000,Ligawasan,MUNICIPALITY
1999908000,Tugunan,MUNICIPALITY
